Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20110527X05018 | Accident | CEN11LA356 | 05/26/2011 | Walton, KS | United States | 38.153889 | -97.285277 | EWK | Newton City-County Airport | Non-Fatal | Substantial | Helicopter | N1815 | BELL | 206 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  | 2 |  | VMC | LANDING | Factual <br />12/12/2012<br/>Final <br />02/12/2013 | 02/12/2013 | 
20110606X12931 | Accident | CEN11LA370 | 05/25/2011 | Lakeville, MN | United States |  |  |  |  | Non-Fatal | Substantial | Helicopter | N96SH | BELL | 47G-3B-1 | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />09/12/2012<br/>Final <br />11/07/2012 | 11/07/2012 | 
20110524X01429 | Accident | ERA11WA308 | 05/23/2011 | Norte de Santander, Colombia | Colombia | 7.926111 | -72.821389 |  |  | Fatal(2) | Destroyed | Helicopter |  | BELL | 206L-3 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 2 |  |  |  |  |  | Foreign | 06/09/2011 | 
20110523X20625 | Accident | CEN11CA351 | 05/20/2011 | Lansing, IL | United States | 41.534722 | -87.529445 | IGQ | Lansing Municipal Airport | Non-Fatal | Substantial | Helicopter | N7197Z | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />06/07/2011<br/>Final <br />08/03/2011 | 08/03/2011 | 
20110516X64902 | Accident | CEN11LA339 | 05/16/2011 | Victoria, TX | United States | 28.884444 | -96.838611 |  |  | Non-Fatal | Substantial | Helicopter | N4278T | MD HELICOPTER | 369E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 4 | VMC | TAKEOFF | Factual <br />10/29/2012<br/>Final <br />11/07/2012 | 11/07/2012 | 
20110509X10102 | Accident | WPR11LA220 | 05/13/2011 | Columbia, CA | United States | 38.121667 | -119.767500 |  |  | Non-Fatal | Substantial | Helicopter | N124AL | MD HELICOPTER | 369D | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Factual <br />08/14/2012<br/>Final <br />11/07/2012 | 11/07/2012 | 
20110513X45549 | Accident | ERA11LA297 | 05/13/2011 | Mobile Block 114CC, GM | United States | 30.191666 | -88.025000 |  | Mobile Block 114CC | Non-Fatal | Substantial | Helicopter | N266P | BELL | 206-L4 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | PHI INC |  | 2 |  | 1 | VMC | TAKEOFF | Factual <br />12/14/2011<br/>Final <br />02/06/2012 | 02/06/2012 | 
20110515X15314 | Accident | CEN11FA337 | 05/12/2011 | New Athens, IL | United States | 38.342777 | -89.917778 |  |  | Fatal(1) | Substantial | Helicopter | N9263Y | BELL | OH-58C | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />08/24/2012<br/>Final <br />11/07/2012 | 11/07/2012 | 
20111202X30755 | Accident | WPR11WA482 | 05/09/2011 | Julia Creek, Australia, Australia | Australia | -19.950000 | 141.133333 |  |  | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R22 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Other Work Use |  | 1 |  |  |  | IMC |  | Foreign | 12/07/2011 | 
20110509X10416 | Accident | CEN11CA325 | 05/08/2011 | Golden, CO | United States | 39.733889 | -105.245000 |  |  | Non-Fatal | Substantial | Helicopter | N921JM | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 3 | VMC | MANEUVERING | Factual <br />05/27/2011<br/>Final <br />08/03/2011 | 08/03/2011 | 
20110504X22736 | Accident | CEN11LA318 | 05/03/2011 | Yancey, TX | United States | 29.181945 | -99.206111 |  |  | Non-Fatal | Substantial | Helicopter | N927SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />10/03/2011<br/>Final <br />11/17/2011 | 11/17/2011 | 
20110504X92616 | Accident | CEN11LA317 | 05/03/2011 | New Columbia, IL | United States | 37.340833 | -88.815000 |  |  | Non-Fatal | Substantial | Helicopter | N38096 | Texas Helicopter Corporation | OH-13E/M74 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />12/08/2011<br/>Final <br />01/17/2012 | 01/17/2012 | 
20110504X05418 | Accident | ERA11LA278 | 05/03/2011 | Camden, SC | United States | 34.283333 | -80.564722 | CDN | Woodward Field | Non-Fatal | Substantial | Helicopter | N916AM | AEROSPATIALE | AS350B2 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual <br />01/26/2012<br/>Final <br />03/27/2012 | 03/27/2012 | 
20110501X14924 | Accident | ERA11FA272 | 04/30/2011 | Indiana, PA | United States | 40.621111 | 72.241111 |  | N/A | Fatal(1) | Substantial | Helicopter | N445AB | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  | 1 | 3 |  |  | VMC | MANEUVERING | Factual <br />08/11/2014<br/>Final <br />08/13/2014 | 08/13/2014 | 
20110502X70300 | Accident | CEN11LA315 | 04/29/2011 | Edgerton, IN | United States | 41.073056 | -84.806111 | VNW | Van Wert County | Non-Fatal | Substantial | Helicopter | N9561F | HUGHES | 269B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />01/26/2012<br/>Final <br />03/27/2012 | 03/27/2012 | 
20110503X02028 | Accident | ERA11WA276 | 04/26/2011 | Sulmona, Italy | Italy | 42.029723 | 13.949166 |  |  | Fatal(2) | Destroyed | Helicopter |  | ROBINSON | R22 | No | 1 |  | Non-U.S., Non-Commercial |  | Aerial Observation |  | 2 |  |  |  |  |  | Foreign | 05/04/2011 | 
20110426X80846 | Accident | CEN11LA305 | 04/23/2011 | Massillon, OH | United States | 40.796944 | -81.521111 |  |  | Non-Fatal | Substantial | Helicopter | N614S | D & D AIRCRAFT | ROTORWAY EXEC | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Factual <br />10/05/2011<br/>Final <br />11/22/2011 | 11/22/2011 | 
20110425X02736 | Accident | CEN11CA303 | 04/13/2011 | Venice, LA | United States | 28.950278 | -89.385833 |  |  | Non-Fatal | Substantial | Helicopter | N887T | BELL | 206 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Business |  |  |  | 1 |  | VMC | TAXI | Factual <br />06/29/2011<br/>Final <br />08/30/2011 | 08/30/2011 | 
20110415X25911 | Accident | WPR11WA200 | 04/11/2011 | Sibu, Malaysia, Malaysia | Malaysia |  |  |  |  | Fatal(1) | Substantial | Helicopter |  | BELL | 206B-III | No | 1 | Turbo Shaft | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  |  |  | VMC |  | Foreign | 04/19/2011 | 
20110411X43554 | Accident | ERA11CA235 | 04/10/2011 | Marlboro, MA | United States | 42.339166 | -71.505278 | 9B1 | Marlboro Airport | Non-Fatal | Substantial | Helicopter | N791SH | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />06/20/2011<br/>Final <br />08/22/2011 | 08/22/2011 | 
20110414X62749 | Accident | CEN11LA283 | 04/09/2011 | Lake Charles, LA | United States | 30.123611 | -93.223056 | LCH | Lake Charles Regional Airport | Non-Fatal | Substantial | Helicopter | N372LE | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />12/17/2012<br/>Final <br />02/12/2013 | 02/12/2013 | 
20110414X33613 | Accident | ERA11WA245 | 04/08/2011 | Santo Andre City, Brazil | Brazil | -23.781667 | -46.340555 |  |  | Fatal(2) | Destroyed | Helicopter |  | BELL | 206B | No | 1 |  | Non-U.S., Non-Commercial |  | Unknown |  | 2 |  |  |  |  |  | Foreign | 04/25/2011 | 
20110407X64458 | Accident | WPR11LA190 | 04/06/2011 | Torrance, CA | United States | 33.803611 | -118.343889 | TOA | ZAMPERINI FIELD | Non-Fatal | Substantial | Helicopter | N9FK | BELL | 47G | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Factual <br />02/09/2012<br/>Final <br />03/20/2012 | 03/20/2012 | 
20110406X23122 | Accident | WPR11CA189 | 04/06/2011 | Salt Lake City, UT | United States | 40.627778 | -112.001944 | U42 | South Valley Regional Arpt | Non-Fatal | Substantial | Helicopter | N268SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 1 | VMC | APPROACH | Factual <br />04/15/2011<br/>Final <br />06/20/2011 | 06/20/2011 | 
20110328X22842 | Accident | ERA11LA216 | 03/25/2011 | Culpeper, VA | United States | 38.473889 | -77.783611 |  |  | Non-Fatal | Substantial | Helicopter | N4033P | HILLER | UH-12E | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />07/17/2012<br/>Final <br />11/27/2012 | 11/27/2012 | 
20110329X54044 | Accident | CEN11LA252 | 03/24/2011 | Main Pass 61A, GM | United States |  |  |  |  | Non-Fatal | Substantial | Helicopter | N32041 | BELL | 206L-3 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | PHI INC |  |  | 3 |  | VMC | TAKEOFF | Factual <br />06/21/2012<br/>Final <br />08/15/2012 | 08/15/2012 | 
20110327X95842 | Accident | ERA11WA215 | 03/24/2011 | San Clemente, Chile | Chile | 35.550000 | -71.483333 |  | None | Fatal(1) | Destroyed | Helicopter |  | BELL | 205 | No | 1 | Turbo Shaft | Non-U.S., Non-Commercial |  | Firefighting |  | 1 | 1 |  |  | VMC |  | Foreign | 04/08/2011 | 
20110322X24645 | Accident | ERA11LA204 | 03/22/2011 | Goshen, NY | United States | 40.505833 | -74.258611 |  |  | Non-Fatal | Substantial | Helicopter | N259TW | ROBINSON | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Factual <br />07/18/2013<br/>Final <br />09/05/2013 | 09/05/2013 | 
20110321X51628 | Accident | ERA11CA201 | 03/20/2011 | Mount Pocono, PA | United States | 41.135555 | -75.373889 | MPO | Pocono Mountains Municipal Air | Non-Fatal | Substantial | Helicopter | N153HT | SCHWEIZER | 269C-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />04/13/2011<br/>Final <br />06/20/2011 | 06/20/2011 | 
20110329X42544 | Accident | ENG11RA023 | 03/19/2011 | Alcorsia, Teruel, Spain, Spain | Spain |  |  |  |  | Unavailable | Destroyed | Helicopter |  | BELL | Bell | No | 1 | Turbo Shaft | Unknown |  |  |  |  |  |  |  |  |  | Foreign | 03/31/2011 | 
20110320X15018 | Accident | ERA11LA197 | 03/19/2011 | Lincoln, AL | United States | 33.589166 | -86.136666 |  |  | Non-Fatal | Substantial | Helicopter | N192AB | BURR ANDREW E XIV | ROTORWAY EXEC 162F | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 |  |  | Factual <br />08/15/2011<br/>Final <br />10/03/2011 | 10/03/2011 | 
20110317X02351 | Accident | CEN11CA232 | 03/17/2011 | Gulf of Mexico, LA | United States | 28.728889 | -91.875834 | PVT | South Marsh Island #50 | Non-Fatal | Substantial | Helicopter | N974RH | BELL | 230 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | LANDING | Factual <br />04/20/2011<br/>Final <br />07/18/2011 | 07/18/2011 | 
20110320X90821 | Accident | ERA11CA194 | 03/17/2011 | Petersburg, WV | United States | 38.990277 | -79.140833 | W99 | Grant County Airport | Non-Fatal | Substantial | Helicopter | N555FP | ROBINSON | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />04/29/2011<br/>Final <br />07/18/2011 | 07/18/2011 | 
20110317X93308 | Accident | CEN11CA231 | 03/17/2011 | Iowa, LA | United States | 30.240833 | -93.018334 |  |  | Non-Fatal | Substantial | Helicopter | N11CU | HILLER | UH-12D | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 2 | VMC | LANDING | Factual <br />04/19/2011<br/>Final <br />07/18/2011 | 07/18/2011 | 
20131212X33627 | Incident | ENG11WA054 | 03/16/2011 | Zakum Field, United Arab Emirates | United Arab Emirates |  |  |  |  | Incident | Minor | Helicopter |  | BELL | 412 - EP |  | 1 |  |  |  |  |  |  |  |  | 11 |  |  | Foreign | 12/19/2013 | 
20110316X73905 | Accident | WPR11LA167 | 03/15/2011 | Chandler, AZ | United States | 33.224723 | -111.964722 | P19 | Stellar Airpark | Non-Fatal | Substantial | Helicopter | N602RW | ROTORWAY | A600 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />10/02/2012<br/>Final <br />11/27/2012 | 11/27/2012 | 
20110314X11557 | Accident | WPR11FA163 | 03/13/2011 | El Segundo, CA | United States | 33.912222 | -118.389444 | KLAX | Los Angeles Intl | Non-Fatal | Substantial | Helicopter | N33602 | SIKORSKY | S-58ET | No | 2 | Turbo Shaft | Part 133: Rotorcraft Ext. Load | NSCH | External Load |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />02/09/2012<br/>Final <br />03/28/2012 | 03/28/2012 | 
20110311X15408 | Accident | WPR11LA161 | 03/11/2011 | North Las Vegas, NV | United States | 36.210556 | -115.194444 | KVGT | North Las Vegas | Non-Fatal | Substantial | Helicopter | N8360T | ROBINSON HELICOPTER | R22 BETA II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />04/27/2011<br/>Final <br />07/18/2011 | 07/18/2011 | 
20110714X13222 | Accident | CEN11WA476 | 03/09/2011 | Cumbria, United Kingdom | United Kingdom |  |  |  |  | Unavailable | Substantial | Helicopter |  | AEROSPATIALE | SA-341G | No |  |  | Non-U.S., Commercial | NSCH |  |  |  |  |  |  |  |  | Foreign | 08/06/2011 | 
20110315X92250 | Accident | CEN11LA226 | 03/09/2011 | Bulverde, TX | United States |  |  |  |  | Non-Fatal | Substantial | Helicopter | N112HE | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />06/27/2012<br/>Final <br />08/15/2012 | 08/15/2012 | 
20110308X74656 | Accident | CEN11GA218 | 03/08/2011 | Meeker, CO | United States | 39.916389 | -108.367500 |  |  | Non-Fatal | Substantial | Helicopter | N131AL | HUGHES | 369D | No | 1 | Turbo Shaft | Public Use |  | Public Aircraft |  |  |  | 1 | 1 |  | MANEUVERING | Factual <br />07/01/2011<br/>Final <br />10/03/2011 | 10/03/2011 | 
20110306X81934 | Accident | ERA11CA180 | 03/05/2011 | Weston, FL | United States | 26.262222 | -80.547222 |  |  | Non-Fatal | Substantial | Helicopter | N4168W | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC |  | Factual <br />06/17/2011<br/>Final <br />08/11/2011 | 08/11/2011 | 
20110303X04000 | Accident | ERA11LA175 | 03/02/2011 | Birmingham, AL | United States | 33.533611 | -86.738889 | AL49 | Carraway Medical Ctr Heliport | Non-Fatal | Substantial | Helicopter | N154MW | BELL | 206-L4 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Flight Test |  |  |  |  | 1 | VMC | APPROACH | Factual <br />12/19/2011<br/>Final <br />02/23/2012 | 02/23/2012 | 
20110306X84105 | Accident | CEN11CA213 | 03/01/2011 | Glenwood Springs, CO | United States | 39.506111 | -107.308889 | GWS | Glenwood Springs Municipal | Non-Fatal | Substantial | Helicopter | N74816 | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />06/03/2011<br/>Final <br />07/21/2011 | 07/21/2011 | 
20110302X25118 | Accident | WPR11LA151 | 03/01/2011 | Tooele, UT | United States | 40.612500 | -112.350833 | KTVY | Tooele Valley | Non-Fatal | Substantial | Helicopter | N206BY | BELL | 206B-III | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />03/22/2012<br/>Final <br />04/24/2012 | 04/24/2012 | 
20110922X50828 | Incident | ENG11WA050 | 02/27/2011 | Manuwatu, New Zealand, New Zealand | New Zealand |  |  |  |  | Incident | Substantial | Helicopter |  | BELL | UH1H | No |  | Turbo Shaft | Non-U.S., Non-Commercial |  | Unknown |  |  |  |  | 1 |  |  | Foreign | 10/25/2011 | 
20110226X81430 | Accident | ERA11CA166 | 02/26/2011 | Fort Pierce, FL | United States | 27.359444 | -89.485833 |  |  | Non-Fatal | Substantial | Helicopter | N5689B | ENSTROM | F-28C | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  | 2 | 1 | VMC |  | Factual <br />03/28/2011<br/>Final <br />06/20/2011 | 06/20/2011 | 
20110226X82559 | Accident | WPR11CA146 | 02/26/2011 | Colusa, CA | United States | 39.269445 | -122.068889 |  |  | Non-Fatal | Substantial | Helicopter | N236HA | HILLER | UH-12E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />03/21/2011<br/>Final <br />06/20/2011 | 06/20/2011 | 
20110224X84256 | Accident | ERA11CA162 | 02/24/2011 | Ridgeland, SC | United States | 32.493611 | -80.991944 | 3J1 | Ridgeland Airport | Non-Fatal | Substantial | Helicopter | N796M | BELL | 206 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />05/02/2011<br/>Final <br />06/08/2011 | 06/08/2011 | 
20110223X03740 | Accident | WPR11GA144 | 02/23/2011 | Riverside, CA | United States | 33.884444 | -117.252778 | RIV | March Air Reserve Base | Non-Fatal | Substantial | Helicopter | N965SD | EUROCOPTER | AS 350 B2 | No | 1 | Turbo Shaft | Public Aircraft |  | Public Aircraft - Local |  |  |  | 2 |  | VMC | TAKEOFF | Factual <br />11/29/2012<br/>Final <br />01/31/2017 | 01/31/2017 | 
20110223X85903 | Accident | CEN11LA200 | 02/23/2011 | Henryetta, OK | United States | 35.376111 | -96.046944 |  |  | Non-Fatal | Substantial | Helicopter | N112AS | HUGHES | 369D | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  |  | 1 | VMC | LANDING | Factual <br />05/16/2011<br/>Final <br />08/22/2011 | 08/22/2011 | 
20110223X01821 | Accident | ERA11WA155 | 02/18/2011 | Vereda Galan, Colombia | Colombia | 7.325000 | -73.140277 |  |  | Fatal(4) | Destroyed | Helicopter |  | BELL | 206 | No | 1 |  | Non-U.S., Non-Commercial |  | Business |  | 4 |  |  |  | IMC |  | Foreign | 03/11/2011 | 
20110216X52308 | Accident | ERA11WA145 | 02/09/2011 | El Tocuyo, Venezuela | Venezuela | 9.756667 | -69.812222 |  |  | Fatal(1) | Destroyed | Helicopter |  | Scotts-Bell 47, Inc. | 47G-4A | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Aerial Application |  | 1 |  |  |  | VMC |  | Foreign | 04/08/2011 | 
20110204X91152 | Accident | WPR11LA122 | 02/04/2011 | Elverta, CA | United States | 38.718334 | -121.478334 |  |  | Non-Fatal | Substantial | Helicopter | N416WC | McDonnell Douglas Helicopters | 369E (MD500E) | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | Other Work Use |  |  |  | 2 |  | VMC | MANEUVERING | Factual <br />02/13/2012<br/>Final <br />03/28/2012 | 03/28/2012 | 
20110208X34642 | Accident | WPR11WA127 | 02/04/2011 | Cessnock, Australia, Australia | Australia | -32.783333 | 151.350000 |  |  | Fatal(2) | Substantial | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 2 | 1 |  |  |  |  | Foreign | 02/11/2011 | 
20110203X11204 | Accident | WPR11CA121 | 02/03/2011 | Ogden, UT | United States | 41.352222 | -112.194166 |  |  | Non-Fatal | Substantial | Helicopter | N441TB | ROBINSON | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />03/07/2011<br/>Final <br />06/08/2011 | 06/08/2011 | 
20110131X92536 | Accident | WPR11GA115 | 01/31/2011 | Marana, AZ | United States | 32.351389 | -111.476111 |  |  | Fatal(1) | Substantial | Helicopter | N530RL | MCDONNELL DOUGLAS HELI CO | 369FF | No | 1 | Turbo Shaft | Public Use |  | Public Aircraft - Local |  | 1 | 2 | 1 |  | VMC | LANDING | Factual <br />10/12/2012<br/>Final <br />02/07/2013 | 02/07/2013 | 
20110202X94207 | Accident | CEN11CA167 | 01/29/2011 | Anoka, MN | United States | 45.140277 | -93.206111 | ANE | Anoka County - Blaine Airport | Non-Fatal | Substantial | Helicopter | N7195B | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  | 1 |  | 1 | VMC | TAKEOFF | Factual <br />03/28/2011<br/>Final <br />06/08/2011 | 06/08/2011 | 
20110203X71459 | Accident | ENG11WA015 | 01/20/2011 | Northland, New Zealand, New Zealand | New Zealand |  |  |  |  | Non-Fatal | Destroyed | Helicopter |  | BELL | 206 |  | 1 | Turbo Shaft | Part 129: Foreign | NSCH |  |  |  |  | 1 |  |  |  | Foreign | 07/13/2011 | 
20110120X65144 | Incident | CEN11IA156 | 01/19/2011 | Galliano, LA | United States | 29.437777 | -90.256667 | GAO | South Lafourche Airport | Incident | Minor | Helicopter | N920AL | SIKORSKY | 92 | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | BRISTOW US LLC |  |  |  | 18 | VMC | APPROACH | Factual <br />12/11/2012<br/>Final <br />02/12/2013 | 02/12/2013 | 
20110121X10839 | Accident | ERA11WA122 | 01/17/2011 | Cuzco, Peru | Peru | -11.791944 | -72.873889 |  |  | Non-Fatal | Substantial | Helicopter |  | BELL | 212 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  |  |  |  | 5 |  |  | Foreign | 01/25/2011 | 
20110116X83100 | Accident | ERA11LA116 | 01/15/2011 | Stuart, FL | United States | 27.181667 | -80.221111 | SUA | Witham Field Airport | Non-Fatal | Substantial | Helicopter | N21086 | SCHWEIZER | 269C-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | STANDING | Factual <br />06/17/2011<br/>Final <br />08/11/2011 | 08/11/2011 | 
20110118X03801 | Accident | WPR11CA101 | 01/15/2011 | Three Forks, MT | United States | 45.875000 | -111.573334 | 9S5 | Three Forks | Non-Fatal | Substantial | Helicopter | N78BR | BELL | 206B3 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Factual <br />02/23/2011<br/>Final <br />05/26/2011 | 05/26/2011 | 
20110119X34031 | Accident | ERA11WA120 | 01/14/2011 | Ocho Rios, Jamaica | Jamaica | 18.416667 | -77.116667 | NONE | NONE | Non-Fatal | Substantial | Helicopter |  | BELL | 206B III | No | 1 | Turbo Shaft | Non-U.S., Commercial | NSCH |  |  |  |  |  | 3 |  |  | Foreign | 02/01/2011 | 
20110113X14327 | Accident | CEN11CA152 | 01/01/2011 | Albert Lea, MN | United States | 43.652778 | -93.371667 | 30MN | Albert Lea Medical Center | Non-Fatal | Substantial | Helicopter | N145SM | EUROCOPTER DEUTSCHLAND GMBH | MBB-BK 117 C-2 | No | 2 | Turbo Shaft | Part 91: General Aviation | NSCH | Positioning |  |  |  |  | 3 | VMC | APPROACH | Factual <br />02/16/2011<br/>Final <br />05/26/2011 | 05/26/2011 | 
20110102X35752 | Accident | ERA11FA101B | 12/31/2010 | Weyers Cave, VA | United States | 38.272223 | -78.890000 |  |  | Fatal(2) | Minor | Helicopter | N312PH | EUROCOPTER DEUTSCHLAND GMBH | EC 135 P2 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  | 2 |  |  | 3 | VMC | APPROACH | Factual <br />10/03/2012<br/>Final <br />11/27/2012 | 11/27/2012 | 
20110105X95224 | Accident | ERA11LA106 | 12/29/2010 | Cherry Point, NC | United States | 34.901944 | -76.875000 | NKT | Cherry Point Marine Corp Air | Non-Fatal | Substantial | Helicopter | N854EC | EUROCOPTER | MBB-BK | No | 2 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | Air Methods |  |  |  | 3 | VMC | LANDING | Factual <br />04/07/2011<br/>Final <br />04/07/2011 | 04/07/2011 | 
20110110X63725 | Accident | CEN11RA149 | 12/28/2010 | Jena-Isserstedt, Germany | Germany |  |  |  |  | Non-Fatal | Destroyed | Helicopter |  | MCDONNELL DOUGLAS | 600 |  |  |  | Non-U.S., Non-Commercial |  | Unknown |  |  | 2 | 1 |  | VMC |  | Foreign | 04/04/2011 | 
20101223X93354 | Accident | CEN11CA126 | 12/22/2010 | Hemphill, TX | United States | 31.235277 | -93.687777 |  | Private field | Non-Fatal | Substantial | Helicopter | N841SA | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Factual <br />03/24/2011<br/>Final <br />05/26/2011 | 05/26/2011 | 
20101229X80219 | Accident | ERA11WA098 | 12/21/2010 | Aracuju, Brazil | Brazil | -10.900000 | -37.066667 | SNAU | Aracaju/Aeroclube | Fatal(1) | Substantial | Helicopter |  | BELL | 206 | No | 1 | Turbo Shaft | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  | 1 |  |  |  | Foreign | 01/04/2011 | 
20110107X43553 | Accident | CEN11WA145 | 12/21/2010 | Bataan, Costa Rica | Costa Rica |  |  |  |  | Unavailable | Substantial | Helicopter |  | BELL | UH1B | No |  |  | Non-U.S., Non-Commercial |  |  |  |  |  |  |  |  |  | Foreign |  | 
20101220X81957 | Accident | CEN11FA118 | 12/19/2010 | La Monte, MO | United States | 38.763056 | -93.417778 | None | Air Methods Helipad (LAMMO) | Non-Fatal | Substantial | Helicopter | N549AM | EUROCOPTER | AS350-B2 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  | 3 |  |  | VMC | TAKEOFF | Factual <br />11/07/2013<br/>Final <br />01/06/2016 | 01/06/2016 | 
